id,vcm,gamma_T,ocean_file,climate,hydrology,frontal_melt,ocean,climate_file,runoff_file,pseudo_plastic_q,sia_e,ssa_n,fractures,sliding_law,z_min,z_max,phi_min,phi_max,till_effective_fraction_overburden,calving.thickness_calving.threshold
0,0.5101647449133695,0.0001129432278985361,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
1,0.6188738134210197,0.00011190266350774916,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
2,0.38492996845615013,0.00013172907119349692,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
3,0.535856951670034,9.290523604163706e-05,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
4,0.49404256929526713,0.00014095368223427589,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
5,0.6377064610559762,0.0001232783709569712,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
6,0.5296123217618346,0.00014375268445906788,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
7,0.5633933814126046,0.00012677150396465768,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
8,0.42881908590476275,0.00010281587196588308,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
9,0.5578768869616367,0.00014640800654918345,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
10,0.3779171806075495,9.918947717644097e-05,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
11,0.5829547319314307,8.817081422597038e-05,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
12,0.5966193962531068,0.00014772386130586614,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
13,0.40317874429657824,8.305964236127023e-05,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
14,0.47246376770340603,0.0001339244238061373,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
15,0.6462251575508737,9.514909835706566e-05,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
16,0.42378586508131155,0.00014227227041659245,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
17,0.46565288937091964,0.00011748493218805581,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
18,0.5694577031893584,0.00013240255121836462,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
19,0.576834980821425,8.14921740204681e-05,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
20,0.6278427745278345,0.00013528746562644777,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
21,0.4559279503632098,0.0001073008234526308,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
22,0.4889705552659281,0.00010405835229061275,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
23,0.479936388523149,7.927645882623772e-05,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
24,0.6419393904274926,9.620544094237437e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
25,0.5186763311093823,9.382028009369923e-05,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
26,0.5484925167294904,0.0001301354711483404,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
27,0.42122580144631844,0.00010573999171114063,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
28,0.3717695440889132,8.901398647246357e-05,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
29,0.4371969064676572,0.0001369260677561044,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
30,0.486392880351185,0.000118626491642352,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
31,0.5405901181184669,7.995485028785425e-05,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
32,0.6246838941736059,9.810641449648847e-05,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
33,0.585721726049092,0.00010973500752129369,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
34,0.39607103427355234,7.740519120059813e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
35,0.6106565734346568,9.127777956358182e-05,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
36,0.38997698652836865,0.00010147920622559495,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
37,0.3636733751807862,0.0001245983013584254,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
38,0.5935002757965132,0.00012153945964223423,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
39,0.5448450230381322,0.00010917814621133837,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
40,0.5035763994368503,0.00014886294652004402,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
41,0.35697320274070954,0.0001282245570784146,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1975_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.25,false,pseudo_plastic,-700,700,5,40,0.02,100
