id,calving.thickness_calving.threshold,ocean.constant.melt_rate,delta_T,frac_P,surface.pdd.factor_ice,surface.pdd.factor_snow,surface.pdd.std_dev.value
0,224.84677136781502,81.00009055147073,-4.785673134595499,1.1302500170728351,9.10487811634193,2.247864554633762,5.9261369827313155
1,219.04005951102357,0.31925178692213513,-0.1734762843218105,1.1756968803501628,7.110610511089608,3.143654989571579,4.680039953749269
2,252.80807820828673,68.81759186428116,4.901232735476086,0.9495382873282765,2.4523055758806986,1.6725714487735155,5.044480250667591
3,295.4990397339335,4.087856169112121,-4.572996890790101,1.1537513209806922,4.515092679973815,3.9657176215036856,5.496363193329395
4,119.02878626794065,48.5934820905854,-0.2503942708793607,1.1031044972451072,0.9672741991997844,0.9280194821888008,5.200410405004528
5,131.51611660594494,84.33270521539576,-1.2278733076304293,1.2401298415668385,9.843983996947259,0.7090777412700717,2.193407471376192
6,65.06503678495636,73.89839189274247,-3.630214029235383,1.2088531971283634,2.7565344597991386,4.411548243612036,2.4571661978332147
7,191.94453537500104,76.12841561175574,-3.995733874646837,1.0521867050509275,1.9828555240963117,4.124797467718695,2.675195476329419
8,72.6033144961591,14.134442108499416,0.7117269689016359,1.215689435235987,10.528137908652267,3.076956055089508,3.7645059039715996
9,264.46638540882236,97.78621591324372,-2.511467510452696,0.977847232337294,8.83333504272288,5.326851721799859,2.895021545542984
10,108.68867865339445,57.430239702049136,-3.1900609547398124,0.7659048543761393,5.796199461894261,1.9931789981260757,4.118247273033477
11,166.06183088552967,60.922993686425635,-2.769650439694572,0.8080151966151112,3.7453649022967594,2.8032950864257566,2.975394517030416
12,186.64796884842573,16.723320874746396,1.02891110527223,1.0326434976650558,1.3376681129870076,3.5540525633256133,4.999947305479966
13,120.88483931941862,27.172301626627682,3.01991935570579,1.0865636891971062,3.4576275634750204,2.643869749111048,2.1218422971443256
14,56.06147937100129,92.32048522422447,0.39072162070283056,0.7789055764494764,12.07026158462397,5.691348501890952,4.757340474406447
15,203.17657100660165,52.61802503231639,1.8572083260000767,1.1256686479396854,10.32116552150218,1.5922139766535668,5.735843272237485
16,175.91030695827263,40.27835976377289,-2.1522311237721894,0.8730884307231762,4.103199236426542,3.7644911717254192,3.1229241482227614
17,277.51579954286973,28.689520279296865,2.7780433007704044,0.9048771925202248,12.952216903686054,0.998645816555715,4.013976891481796
18,148.73250002269344,38.26705395283953,4.019856935070287,0.9548586325226465,11.257877400798412,4.615405164999719,2.49402340472018
19,234.96804641124803,44.70874370183644,-1.6247882233982502,0.929367004455134,11.637445445009343,2.3276213912049224,4.403774509079947
20,244.76444059851116,34.100374879459665,1.4338718599466276,1.0160012053285694,6.074218670792622,5.9216059267791215,3.4796568847710194
21,156.2982023246342,21.917484943462195,-0.8014818888510353,1.003518880103273,5.1568430104089655,1.2599895580217704,4.397634509366931
22,95.8112550114872,91.10077493931237,4.2342174444639,0.8581866950021216,7.694426025564797,4.7022115438778815,5.578286769113221
23,284.6527139369191,65.6861444519631,3.573665353278182,0.8343646596742142,6.701337643214844,5.441665481104663,3.3511892917614574
24,82.27669648540389,8.271969666424354,2.4646615048196105,0.8242937105184178,8.327261561456364,5.1016825349460335,3.6223081408630766
