id,vcm,gamma_T,ocean_file,calving_file,climate_file,frontal_melt.routing.parameter_a,frontal_melt.routing.parameter_b,frontal_melt.routing.power_alpha,frontal_melt.routing.power_beta,sia_e,ssa_n,pseudo_plastic_q,till_effective_fraction_overburden,phi_min,phi_max,z_min,z_max,climate,hydrology,frontal_melt,ocean,runoff_file,fractures,surface.pdd.refreeze,sliding_law,calving.thickness_calving.threshold,prescribed_retreat_file
0,0.6461166306948338,0.00010300741809709637,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,6.0,MARv3.14-monthly-ERA5-1975_2023.nc,0.000288923561362081,1.225256259099991,0.3631359657012124,2.6295167937230586,2.811033,3.346598,0.70602363,0.0261673,6.143763,44.376293,-414.47867,526.16125,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
1,0.35421458771981246,0.00013829111826131894,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,4.0,MARv3.14-monthly-ERA5-1975_2023.nc,0.00031373390627904656,1.1414599711307953,0.5491685462390945,1.9014393719774554,2.3980868,3.312593,0.7658402,0.020915471,8.676245,43.587345,-162.73373,98.10804,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
2,0.6101471613969871,0.00014130915135053898,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,0.0,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0002921712608761784,1.1100436093951267,0.5018512367092013,1.4174621171725834,2.2530878,3.3254,0.7198283,0.014288256,6.2367883,42.014557,-508.12958,282.4371,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
3,0.4208864135973637,8.974875231985174e-05,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,2.0,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00033571579274792866,1.3537890596899214,0.4346916963265743,2.6931058324499677,2.873167,3.3310423,0.6772982,0.019289713,8.993172,42.46021,-405.61536,184.86496,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
4,0.508550148326428,9.687505078211453e-05,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,1.0,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00030806738064962237,1.3238735045124703,0.48481279399325905,1.2043942748438605,2.5859058,3.322521,0.7361306,0.016295914,9.732217,41.18838,-371.18442,250.68375,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
5,0.5199647622712495,0.00012033717543074766,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,5.0,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00031456192575641737,1.2613608573226842,0.537979395581863,2.5365452791991014,2.9339862,3.2852714,0.83629894,0.019001588,7.389076,43.66793,-352.19675,245.19499,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
6,0.42863251236851846,0.00010561064456291907,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,3.0,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00027472872914328683,1.034044392682342,0.48351588191527517,1.1451934555542258,2.4235933,3.2773254,0.6601794,0.024409559,7.9412055,41.089508,-325.9209,252.81206,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
7,0.4361006239524748,0.00011473220612560675,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,1.0,MARv3.14-monthly-ERA5-1975_2023.nc,0.00028761119124037446,1.5447073496712456,0.6839098918596715,1.8374454239529527,2.8953488,3.2717416,0.65371275,0.022073906,5.845381,42.32884,-414.9042,461.23804,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
8,0.49870056235520743,0.00012923668936501035,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,6.0,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0002484746202057995,1.4919388446776563,0.663079487704401,1.8011159492681834,2.315572,3.2826922,0.81809855,0.01515496,5.6957345,44.093746,-377.58893,193.83904,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
9,0.5488781375277152,0.0001374355798884293,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,5.0,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0002689577820796728,1.3672686936347154,0.5562699451548629,1.3646079565243694,2.3068614,3.3114154,0.6619134,0.015944969,7.610462,42.849365,-510.51706,308.5606,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
10,0.38404432612071904,0.00010858975963301064,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,2.0,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00025516130036641014,1.546091389876207,0.4621561216258136,1.294582457790759,2.4945009,3.3023283,0.81021005,0.015659224,7.3091164,42.800323,-403.69824,146.9187,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
11,0.4470206468474052,8.247512492512279e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,4.0,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00030223668224047955,1.6860423135095255,0.5160214608627642,2.1705641374375197,2.6516244,3.304581,0.7772051,0.018156158,6.550216,42.085537,-295.03958,176.02737,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
12,0.3717407863343922,9.994286022065523e-05,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,4.0,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0002572381838666736,1.238838597858941,0.40994200820640836,1.562054810879208,2.7829087,3.295165,0.5753848,0.01987876,7.213906,43.15383,-432.38297,225.79791,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
13,0.39079265577670724,0.00010384299097797013,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,0.0,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00028073610568803446,1.1984605664287264,0.5898961740029567,1.772453104832147,1.8552978,3.2724454,0.7620484,0.016108597,6.790216,41.26375,-362.7861,128.75507,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
14,0.5952854993868573,0.0001218308500127866,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,0.0,MARv3.14-monthly-ERA5-1975_2023.nc,0.0002517694776516223,1.3363018156187043,0.6727765890818547,1.997418718337296,2.5170019,3.3049495,0.7742515,0.017261492,7.4284554,43.71343,-372.61185,430.2973,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
15,0.366330847113041,0.00014805096265140298,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,6.0,MARv3.14-monthly-ERA5-1975_2023.nc,0.0003473124254673043,1.6360056228601345,0.5813093323554172,2.660746117013675,2.7623897,3.3573923,0.7090885,0.01773194,7.9862647,41.86967,-404.1158,333.098,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
16,0.6015053415887522,7.902821615385976e-05,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,4.0,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0003066958871537085,1.3082703653336716,0.3753487956484325,1.9682308166361788,2.1680381,3.3183029,0.72017896,0.020133572,5.2115245,42.452988,-378.9449,257.73636,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
17,0.5563560109934077,8.754301204713579e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,6.0,MARv3.14-monthly-ERA5-1975_2023.nc,0.0003113890130182878,1.2205221332887737,0.6847530009980906,2.2580285215708016,2.2750363,3.2416236,0.7083718,0.017301787,6.883976,44.563454,-447.04605,516.8557,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
